sample,variable,summary_type,level_or_statistic,value,denominator,percent
Primary accuracy,education,categorical,Completed master's or doctoral degree,172,1047,16.427889207258833
Primary accuracy,education,categorical,Graduated college,376,1047,35.91212989493792
Primary accuracy,education,categorical,Graduated high school or completed GED,164,1047,15.663801337153775
Primary accuracy,education,categorical,Has not completed high school,17,1047,1.6236867239732569
Primary accuracy,education,categorical,Missing,40,1047,3.8204393505253105
Primary accuracy,employment,categorical,Disabled,64,1047,6.112702960840497
Primary accuracy,employment,categorical,Full Time,480,1047,45.845272206303726
Primary accuracy,employment,categorical,Homemaker,52,1047,4.966571155682904
Primary accuracy,employment,categorical,Missing,40,1047,3.8204393505253105
Primary accuracy,employment,categorical,Part Time,185,1047,17.66953199617956
Primary accuracy,employment,categorical,Retired (other than disability),50,1047,4.775549188156638
Primary accuracy,employment,categorical,Seeking work,56,1047,5.348615090735435
Primary accuracy,employment,categorical,Studying,54,1047,5.157593123209169
Primary accuracy,employment,categorical,Unemployed,66,1047,6.303724928366762
Primary accuracy,prior_mh_status,categorical,Missing,41,1047,3.9159503342884436
Primary accuracy,prior_mh_status,categorical,No prior condition reported,161,1047,15.377268385864372
Primary accuracy,prior_mh_status,categorical,Prior condition reported,845,1047,80.70678127984718
Primary accuracy,task_position,categorical,Position 1,372,1047,35.53008595988539
Primary accuracy,task_position,categorical,Position 2,345,1047,32.95128939828081
Primary accuracy,task_position,categorical,Position 3,301,1047,28.74880611270296
Primary accuracy,task_position,categorical,Position 4,29,1047,2.76981852913085
Primary RT,age,numeric,n,1008,1046,
Primary RT,age,numeric,missing,38,1046,
Primary RT,age,numeric,mean,41.2906746031746,1046,
Primary RT,age,numeric,sd,13.685785591281057,1046,
Primary RT,age,numeric,median,40,1046,
Primary RT,age,numeric,q25,30.75,1046,
Primary RT,age,numeric,q75,51,1046,
Primary RT,age,numeric,min,18,1046,
Primary RT,age,numeric,max,80,1046,
Primary RT,cape15_score,numeric,n,1019,1046,
Primary RT,cape15_score,numeric,missing,27,1046,
Primary RT,cape15_score,numeric,mean,22.197252208047104,1046,
Primary RT,cape15_score,numeric,sd,7.493766388266196,1046,
Primary RT,cape15_score,numeric,median,20,1046,
Primary RT,cape15_score,numeric,q25,17,1046,
Primary RT,cape15_score,numeric,q75,25,1046,
Primary RT,cape15_score,numeric,min,15,1046,
Primary RT,cape15_score,numeric,max,55,1046,
Primary RT,altman_srms_score,numeric,n,1020,1046,
Primary RT,altman_srms_score,numeric,missing,26,1046,
Primary RT,altman_srms_score,numeric,mean,4.0588235294117645,1046,
Primary RT,altman_srms_score,numeric,sd,3.487601844019686,1046,
Primary RT,altman_srms_score,numeric,median,3,1046,
Primary RT,altman_srms_score,numeric,q25,1,1046,
Primary RT,altman_srms_score,numeric,q75,6,1046,
Primary RT,altman_srms_score,numeric,min,0,1046,
Primary RT,altman_srms_score,numeric,max,19,1046,
Primary RT,isi_score,numeric,n,1019,1046,
Primary RT,isi_score,numeric,missing,27,1046,
Primary RT,isi_score,numeric,mean,9.944062806673209,1046,
Primary RT,isi_score,numeric,sd,6.543327828911031,1046,
Primary RT,isi_score,numeric,median,9,1046,
Primary RT,isi_score,numeric,q25,5,1046,
Primary RT,isi_score,numeric,q75,14,1046,
Primary RT,isi_score,numeric,min,0,1046,
Primary RT,isi_score,numeric,max,28,1046,
Primary RT,ocir_score,numeric,n,1018,1046,
Primary RT,ocir_score,numeric,missing,28,1046,
Primary RT,ocir_score,numeric,mean,17.55500982318271,1046,
Primary RT,ocir_score,numeric,sd,14.515153965459845,1046,
Primary RT,ocir_score,numeric,median,14,1046,
Primary RT,ocir_score,numeric,q25,5,1046,
Primary RT,ocir_score,numeric,q75,26.75,1046,
Primary RT,ocir_score,numeric,min,0,1046,
Primary RT,ocir_score,numeric,max,69,1046,
Primary RT,minispin_score,numeric,n,1018,1046,
Primary RT,minispin_score,numeric,missing,28,1046,
Primary RT,minispin_score,numeric,mean,5.274066797642436,1046,
Primary RT,minispin_score,numeric,sd,3.746979821293109,1046,
Primary RT,minispin_score,numeric,median,5,1046,
Primary RT,minispin_score,numeric,q25,2,1046,
Primary RT,minispin_score,numeric,q75,8,1046,
Primary RT,minispin_score,numeric,min,0,1046,
Primary RT,minispin_score,numeric,max,12,1046,
Primary RT,asrs_score,numeric,n,1019,1046,
Primary RT,asrs_score,numeric,missing,27,1046,
Primary RT,asrs_score,numeric,mean,27.048086359175663,1046,
Primary RT,asrs_score,numeric,sd,15.900372651611605,1046,
Primary RT,asrs_score,numeric,median,26,1046,
Primary RT,asrs_score,numeric,q25,15,1046,
Primary RT,asrs_score,numeric,q75,38,1046,
Primary RT,asrs_score,numeric,min,0,1046,
Primary RT,asrs_score,numeric,max,72,1046,
Primary RT,gad7_score,numeric,n,444,1046,
Primary RT,gad7_score,numeric,missing,602,1046,
Primary RT,gad7_score,numeric,mean,11.801801801801801,1046,
Primary RT,gad7_score,numeric,sd,4.715508862701666,1046,
Primary RT,gad7_score,numeric,median,12,1046,
Primary RT,gad7_score,numeric,q25,8,1046,
Primary RT,gad7_score,numeric,q75,15,1046,
Primary RT,gad7_score,numeric,min,0,1046,
Primary RT,gad7_score,numeric,max,21,1046,
Primary RT,hamd6_score,numeric,n,399,1046,
Primary RT,hamd6_score,numeric,missing,647,1046,
Primary RT,hamd6_score,numeric,mean,9.859649122807017,1046,
Primary RT,hamd6_score,numeric,sd,3.5202716428409233,1046,
Primary RT,hamd6_score,numeric,median,9,1046,
Primary RT,hamd6_score,numeric,q25,8,1046,
Primary RT,hamd6_score,numeric,q75,12,1046,
Primary RT,hamd6_score,numeric,min,1,1046,
Primary RT,hamd6_score,numeric,max,21,1046,
Primary RT,gender_original,categorical,Man,464,1046,44.35946462715105
Primary RT,gender_original,categorical,Missing,38,1046,3.632887189292543
Primary RT,gender_original,categorical,Non-binary,27,1046,2.581261950286807
Primary RT,gender_original,categorical,Other,2,1046,0.19120458891013384
Primary RT,gender_original,categorical,Rather not say,1,1046,0.09560229445506692
Primary RT,gender_original,categorical,Woman,514,1046,49.1395793499044
Primary RT,participant_ethnicity_group,categorical,Asian,62,1046,5.927342256214149
Primary RT,participant_ethnicity_group,categorical,Black,122,1046,11.663479923518166
Primary RT,participant_ethnicity_group,categorical,Latino,38,1046,3.632887189292543
Primary RT,participant_ethnicity_group,categorical,Missing,39,1046,3.72848948374761
Primary RT,participant_ethnicity_group,categorical,Mixed/multiple,47,1046,4.493307839388145
Primary RT,participant_ethnicity_group,categorical,Multiple categories selected,48,1046,4.588910133843212
Primary RT,participant_ethnicity_group,categorical,Other,7,1046,0.6692160611854685
Primary RT,participant_ethnicity_group,categorical,Prefer not to answer,8,1046,0.7648183556405354
Primary RT,participant_ethnicity_group,categorical,White,675,1046,64.53154875717017
Primary RT,education,categorical,Attended college but has not graduated,226,1046,21.606118546845124
Primary RT,education,categorical,Attended graduate school,52,1046,4.97131931166348
Primary RT,education,categorical,Completed master's or doctoral degree,172,1046,16.44359464627151
Primary RT,education,categorical,Graduated college,376,1046,35.94646271510516
Primary RT,education,categorical,Graduated high school or completed GED,164,1046,15.678776290630974
Primary RT,education,categorical,Has not completed high school,17,1046,1.6252390057361379
Primary RT,education,categorical,Missing,39,1046,3.72848948374761
Primary RT,employment,categorical,Disabled,64,1046,6.118546845124283
Primary RT,employment,categorical,Full Time,480,1046,45.88910133843212
Primary RT,employment,categorical,Homemaker,52,1046,4.97131931166348
Primary RT,employment,categorical,Missing,39,1046,3.72848948374761
Primary RT,employment,categorical,Part Time,185,1046,17.686424474187383
Primary RT,employment,categorical,Retired (other than disability),50,1046,4.780114722753346
Primary RT,employment,categorical,Seeking work,56,1046,5.353728489483748
Primary RT,employment,categorical,Studying,54,1046,5.162523900573614
Primary RT,employment,categorical,Unemployed,66,1046,6.309751434034416
Primary RT,prior_mh_status,categorical,Missing,40,1046,3.824091778202677
Primary RT,prior_mh_status,categorical,No prior condition reported,161,1046,15.391969407265774
Primary RT,prior_mh_status,categorical,Prior condition reported,845,1046,80.78393881453155
Primary RT,task_position,categorical,Position 1,372,1046,35.5640535372849
Primary RT,task_position,categorical,Position 2,344,1046,32.88718929254302
Primary RT,task_position,categorical,Position 3,301,1046,28.776290630975144
Primary RT,task_position,categorical,Position 4,29,1046,2.7724665391969405
Gender moderation,age,numeric,n,978,978,
Gender moderation,age,numeric,missing,0,978,
Gender moderation,age,numeric,mean,41.422290388548056,978,
Gender moderation,age,numeric,sd,13.692506825350195,978,
Gender moderation,age,numeric,median,40,978,
Gender moderation,age,numeric,q25,31,978,
Gender moderation,age,numeric,q75,51,978,
Gender moderation,age,numeric,min,18,978,
Gender moderation,age,numeric,max,80,978,
Gender moderation,cape15_score,numeric,n,967,978,
Gender moderation,cape15_score,numeric,missing,11,978,
Gender moderation,cape15_score,numeric,mean,22,978,
Gender moderation,cape15_score,numeric,sd,7.345510311689068,978,
Gender moderation,cape15_score,numeric,median,20,978,
Gender moderation,cape15_score,numeric,q25,17,978,
Gender moderation,cape15_score,numeric,q75,24,978,
Gender moderation,cape15_score,numeric,min,15,978,
Gender moderation,cape15_score,numeric,max,55,978,
Gender moderation,altman_srms_score,numeric,n,968,978,
Gender moderation,altman_srms_score,numeric,missing,10,978,
Gender moderation,altman_srms_score,numeric,mean,4.0309917355371905,978,
Gender moderation,altman_srms_score,numeric,sd,3.47974940080209,978,
Gender moderation,altman_srms_score,numeric,median,3,978,
Gender moderation,altman_srms_score,numeric,q25,1,978,
Gender moderation,altman_srms_score,numeric,q75,6,978,
Gender moderation,altman_srms_score,numeric,min,0,978,
Gender moderation,altman_srms_score,numeric,max,19,978,
Gender moderation,isi_score,numeric,n,967,978,
Gender moderation,isi_score,numeric,missing,11,978,
Gender moderation,isi_score,numeric,mean,9.92450879007239,978,
Gender moderation,isi_score,numeric,sd,6.503979442915449,978,
Gender moderation,isi_score,numeric,median,9,978,
Gender moderation,isi_score,numeric,q25,5,978,
Gender moderation,isi_score,numeric,q75,14,978,
Gender moderation,isi_score,numeric,min,0,978,
Gender moderation,isi_score,numeric,max,28,978,
Gender moderation,ocir_score,numeric,n,966,978,
Gender moderation,ocir_score,numeric,missing,12,978,
Gender moderation,ocir_score,numeric,mean,17.400621118012424,978,
Gender moderation,ocir_score,numeric,sd,14.416238671638549,978,
Gender moderation,ocir_score,numeric,median,14,978,
Gender moderation,ocir_score,numeric,q25,5,978,
Gender moderation,ocir_score,numeric,q75,26,978,
Gender moderation,ocir_score,numeric,min,0,978,
Gender moderation,ocir_score,numeric,max,69,978,
Gender moderation,minispin_score,numeric,n,966,978,
Gender moderation,minispin_score,numeric,missing,12,978,
Gender moderation,minispin_score,numeric,mean,5.296066252587992,978,
Gender moderation,minispin_score,numeric,sd,3.7589720030825418,978,
Gender moderation,minispin_score,numeric,median,5,978,
Gender moderation,minispin_score,numeric,q25,2,978,
Gender moderation,minispin_score,numeric,q75,8,978,
Gender moderation,minispin_score,numeric,min,0,978,
Gender moderation,minispin_score,numeric,max,12,978,
Gender moderation,asrs_score,numeric,n,967,978,
Gender moderation,asrs_score,numeric,missing,11,978,
Gender moderation,asrs_score,numeric,mean,26.699069286452946,978,
Gender moderation,asrs_score,numeric,sd,15.654573186732224,978,
Gender moderation,asrs_score,numeric,median,25,978,
Gender moderation,asrs_score,numeric,q25,14,978,
Gender moderation,asrs_score,numeric,q75,38,978,
Gender moderation,asrs_score,numeric,min,0,978,
Gender moderation,asrs_score,numeric,max,72,978,
Gender moderation,gad7_score,numeric,n,428,978,
Gender moderation,gad7_score,numeric,missing,550,978,
Gender moderation,gad7_score,numeric,mean,11.682242990654206,978,
Gender moderation,gad7_score,numeric,sd,4.676110256954669,978,
Gender moderation,gad7_score,numeric,median,12,978,
Gender moderation,gad7_score,numeric,q25,8,978,
Gender moderation,gad7_score,numeric,q75,15,978,
Gender moderation,gad7_score,numeric,min,0,978,
Gender moderation,gad7_score,numeric,max,21,978,
Gender moderation,hamd6_score,numeric,n,382,978,
Gender moderation,hamd6_score,numeric,missing,596,978,
Gender moderation,hamd6_score,numeric,mean,9.790575916230367,978,
Gender moderation,hamd6_score,numeric,sd,3.490236127238441,978,
Gender moderation,hamd6_score,numeric,median,9,978,
Gender moderation,hamd6_score,numeric,q25,8,978,
Gender moderation,hamd6_score,numeric,q75,12,978,
Gender moderation,hamd6_score,numeric,min,1,978,
Gender moderation,hamd6_score,numeric,max,21,978,
Gender moderation,gender_original,categorical,Man,464,978,47.443762781186095
Gender moderation,gender_original,categorical,Woman,514,978,52.556237218813905
Gender moderation,participant_ethnicity_group,categorical,Asian,60,978,6.134969325153374
Gender moderation,participant_ethnicity_group,categorical,Black,118,978,12.065439672801636
Gender moderation,participant_ethnicity_group,categorical,Latino,37,978,3.783231083844581
Gender moderation,participant_ethnicity_group,categorical,Missing,1,978,0.10224948875255625
Gender moderation,participant_ethnicity_group,categorical,Mixed/multiple,46,978,4.703476482617587
Gender moderation,participant_ethnicity_group,categorical,Multiple categories selected,45,978,4.601226993865031
Gender moderation,participant_ethnicity_group,categorical,Other,7,978,0.7157464212678937
Gender moderation,participant_ethnicity_group,categorical,Prefer not to answer,7,978,0.7157464212678937
Gender moderation,participant_ethnicity_group,categorical,White,657,978,67.17791411042946
Gender moderation,education,categorical,Attended college but has not graduated,217,978,22.188139059304703
Gender moderation,education,categorical,Attended graduate school,48,978,4.9079754601226995
Gender moderation,education,categorical,Completed master's or doctoral degree,169,978,17.280163599182004
Gender moderation,education,categorical,Graduated college,367,978,37.52556237218813
Gender moderation,education,categorical,Graduated high school or completed GED,159,978,16.257668711656443
Gender moderation,education,categorical,Has not completed high school,17,978,1.738241308793456
Gender moderation,education,categorical,Missing,1,978,0.10224948875255625
Gender moderation,employment,categorical,Disabled,60,978,6.134969325153374
Gender moderation,employment,categorical,Full Time,469,978,47.95501022494887
Gender moderation,employment,categorical,Homemaker,52,978,5.316973415132924
Gender moderation,employment,categorical,Missing,1,978,0.10224948875255625
Gender moderation,employment,categorical,Part Time,175,978,17.893660531697343
Gender moderation,employment,categorical,Retired (other than disability),48,978,4.9079754601226995
Gender moderation,employment,categorical,Seeking work,54,978,5.521472392638037
Gender moderation,employment,categorical,Studying,54,978,5.521472392638037
Gender moderation,employment,categorical,Unemployed,65,978,6.646216768916155
Gender moderation,prior_mh_status,categorical,Missing,2,978,0.2044989775051125
Gender moderation,prior_mh_status,categorical,No prior condition reported,160,978,16.359918200409
Gender moderation,prior_mh_status,categorical,Prior condition reported,816,978,83.43558282208589
Gender moderation,task_position,categorical,Position 1,333,978,34.04907975460122
Gender moderation,task_position,categorical,Position 2,328,978,33.537832310838446
Gender moderation,task_position,categorical,Position 3,288,978,29.447852760736197
Gender moderation,task_position,categorical,Position 4,29,978,2.965235173824131
White-status moderation,age,numeric,n,999,999,
White-status moderation,age,numeric,missing,0,999,
White-status moderation,age,numeric,mean,41.268268268268265,999,
White-status moderation,age,numeric,sd,13.654192691632288,999,
White-status moderation,age,numeric,median,40,999,
White-status moderation,age,numeric,q25,30.5,999,
White-status moderation,age,numeric,q75,51,999,
White-status moderation,age,numeric,min,18,999,
White-status moderation,age,numeric,max,80,999,
White-status moderation,cape15_score,numeric,n,988,999,
White-status moderation,cape15_score,numeric,missing,11,999,
